iter	RMSE
193	17.28695794
194	17.24729192
195	17.2081989
196	17.16995436
197	17.13293925
198	17.09689729
199	17.06157239
200	17.02694913
201	16.99271591
202	16.95921269
203	16.92628534
204	16.89413185
205	16.86224225
206	16.83071702
207	16.80035435
208	16.77089382
209	16.74222557
210	16.71338743
211	16.68558426
212	16.65856876
213	16.63207975
214	16.60597073
215	16.58071966
216	16.55541103
217	16.53099978
218	16.50711328
219	16.48332158
220	16.46060014
221	16.43805719
222	16.41567935
223	16.39446159
224	16.37322109
225	16.35214932
226	16.3317399
227	16.31184281
228	16.29248823
229	16.27352789
230	16.25499539
231	16.23655903
232	16.21893143
233	16.20160122
234	16.18480763
235	16.16815805
236	16.15176477
237	16.13590172
238	16.12021657
239	16.10463446
240	16.0893829
241	16.07452301
242	16.0601826
243	16.04597112
244	16.03247855
245	16.01900591
246	16.00559886
247	15.99248119
248	15.98019768
249	15.96737889
250	15.95501915
251	15.94302686
252	15.9314351
253	15.92017854
254	15.90892272
255	15.8978356
256	15.88732839
257	15.87690005
258	15.86618887
259	15.85607745
260	15.84626709
261	15.83650288
262	15.82690676
263	15.81710203
264	15.80788563
265	15.79888063
266	15.7901637
267	15.78136228
268	15.77277014
269	15.76458974
270	15.75665926
271	15.74888275
272	15.74114405
273	15.73352153
274	15.72625978
275	15.71885144
276	15.71174229
277	15.70484788
278	15.69783394
279	15.69120373
280	15.68469591
281	15.67819081
282	15.67160898
283	15.66534876
284	15.65919092
285	15.65335199
286	15.64733608
287	15.6417767
288	15.63586341
289	15.63058725
290	15.62496669
291	15.61958088
292	15.61371928
293	15.60846031
294	15.60305279
295	15.59770382
296	15.59295105
297	15.58771456
298	15.58326635
299	15.57872968
300	15.57429648
301	15.56988501
302	15.56561494
303	15.5613931
304	15.55696142
305	15.5522691
306	15.54790479
307	15.54364426
308	15.53953659
309	15.53529924
310	15.53137186
311	15.52725638
312	15.52325097
313	15.51925405
314	15.51557933
315	15.51173767
316	15.50789388
317	15.50429868
318	15.5009299
319	15.49724045
320	15.49436119
321	15.49094775
322	15.48802909
323	15.48463113
324	15.48167451
325	15.4788316
326	15.47610717
327	15.47295918
328	15.4695355
329	15.46642899
330	15.46370344
331	15.46063954
332	15.45804316
333	15.45497824
334	15.45228455
335	15.44923469
336	15.44635569
337	15.44393943
338	15.44149528
339	15.43914188
340	15.43686471
341	15.43470881
342	15.43219433
343	15.42953132
344	15.42719648
345	15.42512288
346	15.42306563
347	15.42058829
348	15.41815845
349	15.41582389
350	15.4133729
351	15.41096445
352	15.40889462
353	15.40676411
354	15.40463867
355	15.40291852
356	15.40072801
357	15.39889914
358	15.39713072
359	15.39539611
360	15.39356015
361	15.39193795
362	15.39042132
363	15.3888335
364	15.38673053
365	15.38470254
366	15.38269435
367	15.38061441
368	15.37871448
369	15.3774088
370	15.37532533
371	15.37330441
372	15.37207607
373	15.37036659
374	15.36830242
375	15.36674481
376	15.36515077
377	15.36392862
378	15.36230669
379	15.36091723
380	15.35893338
381	15.3573012
382	15.35580413
383	15.35389891
384	15.35166775
385	15.350141
386	15.34909992
387	15.34739845
388	15.34598908
389	15.34469731
390	15.34290869
391	15.34173729
392	15.33979525
393	15.33881576
394	15.337163
395	15.33548114
396	15.33410616
397	15.33203373
398	15.33068933
399	15.32874044
400	15.32769394
401	15.32637299
402	15.32463972
403	15.3230677
404	15.32163091
405	15.32045758
406	15.31948559
407	15.31827444
408	15.31722001
409	15.31636236
410	15.31453372
411	15.31295577
412	15.31180806
413	15.31085885
414	15.30951021
415	15.30853442
416	15.3069376
417	15.30581079
418	15.3040709
419	15.30298183
420	15.30161395
421	15.30007282
422	15.2990659
423	15.29809052
424	15.29717251
425	15.2954461
426	15.29462632
427	15.29371072
428	15.29199078
429	15.29099787
430	15.29017855
431	15.2892946
432	15.2883842
433	15.28706506
434	15.28602541
435	15.28473505
436	15.28360523
437	15.28251752
438	15.28169651
439	15.28006885
440	15.27886795
441	15.27790234
442	15.27705498
443	15.27569375
444	15.274651
445	15.27356195
446	15.27241322
447	15.27149286
448	15.27062789
449	15.26932672
450	15.26828009
451	15.26734449
452	15.26605233
453	15.2648725
454	15.26423333
455	15.26326773
456	15.26233379
457	15.26159386
458	15.26053625
459	15.25958707
460	15.2589152
461	15.25767478
462	15.25624471
463	15.2553932
464	15.25421239
465	15.25362381
466	15.25249448
467	15.25136581
468	15.25039579
469	15.24924371
470	15.2486438
471	15.24820878
472	15.24764621
473	15.24668306
474	15.24583195
475	15.24524322
476	15.24442275
477	15.24363193
478	15.24255864
479	15.24152353
480	15.24096563
481	15.23906616
482	15.23856426
483	15.23719193
484	15.23618459
485	15.23537579
486	15.23469625
487	15.23337886
488	15.23252185
489	15.23164507
490	15.23053141
491	15.22949354
492	15.22852296
493	15.22735238
494	15.22626373
495	15.22485058
496	15.22415787
497	15.22351422
498	15.22291958
499	15.22165348
500	15.2208209
501	15.22030498
502	15.21950261
503	15.21892169
504	15.21763219
505	15.21687143
506	15.21632007
507	15.21593043
508	15.21540353
509	15.21407188
510	15.21368159
511	15.2131948
512	15.21247916
513	15.2121045
514	15.21144039
515	15.21073286
516	15.2099774
517	15.20933682
518	15.20825603
519	15.20772109
520	15.20737034
521	15.20687368
522	15.20566377
523	15.20525614
524	15.20442068
525	15.20360754
526	15.20321235
527	15.20226286
528	15.20097319
529	15.20057919
530	15.19969607
531	15.19848194
532	15.19762411
533	15.196661
534	15.1954056
535	15.19457589
536	15.19400675
537	15.19361259
538	15.19294277
539	15.19239529
540	15.19196028
541	15.19138733
542	15.19101543
543	15.19008585
544	15.18962255
545	15.18883571
546	15.18814729
547	15.18761847
548	15.18693449
549	15.18650748
550	15.18591388
551	15.18525568
552	15.18431629
553	15.18384307
554	15.18338132
555	15.18277878
556	15.18204925
557	15.18094481
558	15.18030783
559	15.17993781
560	15.1789305
561	15.17818834
562	15.17696186
563	15.17656342
564	15.17603116
565	15.17508283
566	15.17472868
567	15.17368576
568	15.17284178
569	15.17246583
570	15.17200915
571	15.17156841
572	15.17115889
573	15.17067085
574	15.17041143
575	15.16923303
576	15.1686026
577	15.16776283
578	15.16690727
579	15.16572565
580	15.1652193
581	15.16477055
582	15.16433592
583	15.163934
584	15.16340599
585	15.16279636
586	15.16230063
587	15.16166976
588	15.16120904
589	15.16023404
590	15.15998894
591	15.1595656
592	15.15916956
593	15.15832186
594	15.15779097
595	15.15698929
596	15.15657098
597	15.15620007
598	15.15591503
599	15.15534706
600	15.15431501
601	15.15344201
602	15.15246475
603	15.1516623
604	15.15067383
605	15.15043268
606	15.15000796
607	15.14918481
608	15.14880148
609	15.14796198
610	15.14757454
611	15.14729965
612	15.14697076
613	15.14667839
614	15.14568376
615	15.14513847
616	15.14434667
617	15.14394947
618	15.14310387
619	15.14233255
620	15.14156617
621	15.14130316
622	15.14056757
623	15.14036228
624	15.14003806
625	15.13944084
626	15.13919184
627	15.13869983
628	15.13833011
629	15.13727022
630	15.13677747
631	15.13619195
632	15.13594146
633	15.13553478
634	15.13493692
635	15.13447463
636	15.13409356
637	15.13372575
638	15.13323126
639	15.13225326
640	15.13131551
641	15.1307208
642	15.12998742
643	15.12973736
644	15.1285702
645	15.12833609
646	15.12744716
647	15.12714763
648	15.12691496
649	15.12662955
650	15.12577195
651	15.12552429
652	15.12494836
653	15.1241479
654	15.12324426
655	15.12242974
656	15.1221609
657	15.12148123
658	15.12110569
659	15.12006945
660	15.11959535
661	15.11863532
662	15.11796559
663	15.11705565
664	15.11653972
665	15.11555792
666	15.11533353
667	15.11443469
668	15.11425661
669	15.11334496
670	15.11265648
671	15.11220243
672	15.11186562
673	15.1110454
674	15.11081451
675	15.11058637
676	15.10991988
677	15.10924633
678	15.10901388
679	15.10813629
680	15.10723947
681	15.10661415
682	15.10635114
683	15.10531502
684	15.10462096
685	15.10433886
686	15.10363437
687	15.10314926
688	15.1026237
689	15.10236828
690	15.102038
691	15.10117771
692	15.10050823
693	15.10013219
694	15.0998916
695	15.09906392
696	15.09850132
697	15.09819274
698	15.09796746
699	15.09722079
700	15.09678405
701	15.09593831
702	15.09527345
703	15.09501474
704	15.09409208
705	15.09310829
706	15.09285382
707	15.09227528
708	15.09168469
709	15.09096659
710	15.09077617
711	15.0900479
712	15.0892248
713	15.08844689
714	15.08762813
715	15.08681793
716	15.08587552
717	15.08519715
718	15.08446927
719	15.08383986
720	15.08309861
721	15.0829107
722	15.08260609
723	15.08181593
724	15.0809507
725	15.08062198
726	15.07997315
727	15.07910298
728	15.07866297
729	15.07818269
730	15.07791965
731	15.07694562
732	15.07673614
733	15.07604707
734	15.07543909
735	15.07466795
736	15.0738817
737	15.07327455
738	15.07255072
739	15.07233933
740	15.07153146
741	15.07108296
742	15.07042188
743	15.07021239
744	15.06938423
745	15.06908343
746	15.06854471
747	15.06761495
748	15.06677179
749	15.0661615
750	15.06548873
751	15.06484883
752	15.0644066
753	15.06409892
754	15.06350454
755	15.06272596
756	15.06237192
757	15.06215536
758	15.06138693
759	15.06064848
760	15.0602475
761	15.05928555
762	15.05910893
763	15.05878071
764	15.05800734
765	15.05779907
766	15.05693174
767	15.05627554
768	15.05547963
769	15.05474151
770	15.05403459
771	15.05333674
772	15.05275759
773	15.05250566
774	15.05218848
775	15.05144708
776	15.05048717
777	15.04958971
778	15.04903466
779	15.04843801
780	15.04777459
781	15.04713915
782	15.04673712
783	15.04608445
784	15.04536823
785	15.04464077
786	15.04391167
787	15.04370737
788	15.04290416
789	15.0424289
790	15.04202622
791	15.04125243
792	15.04077624
793	15.04009886
794	15.03939784
795	15.03857538
796	15.03782658
797	15.03727443
798	15.03636276
799	15.035709
800	15.0355502
801	15.03441042
802	15.03418885
803	15.03345607
804	15.03300925
805	15.03200827
806	15.03136707
807	15.0310156
808	15.03053192
809	15.02950876
810	15.02892786
811	15.02817061
812	15.02800675
813	15.02709835
814	15.02642305
815	15.02580946
816	15.02518992
817	15.02450315
818	15.024173
819	15.02362718
820	15.02294553
821	15.02268281
822	15.02177194
823	15.02098178
824	15.02046479
825	15.01962185
826	15.01903835
827	15.01847416
828	15.01768432
829	15.01719408
830	15.01640261
831	15.01573039
832	15.01522283
833	15.01478527
834	15.0139565
835	15.01296173
836	15.01236511
837	15.01181758
838	15.01118867
839	15.01084707
840	15.01033481
841	15.00933209
842	15.00863385
843	15.00825922
844	15.00762096
845	15.00707555
846	15.00660032
847	15.00608913
848	15.0054007
849	15.0047989
850	15.00409633
851	15.00348592
852	15.00298879
853	15.0025334
854	15.00174515
855	15.00135731
856	15.00055465
857	15.00003787
858	14.99945335
859	14.99919194
860	14.9983294
861	14.99781205
862	14.99738287
863	14.99653528
864	14.99590221
865	14.99508273
866	14.99429106
867	14.99363078
868	14.99296321
869	14.992445
870	14.99168998
871	14.9910846
872	14.99051534
873	14.98981296
874	14.98899232
875	14.98878471
876	14.98847779
877	14.98784034
878	14.98723459
879	14.98701102
880	14.98643358
881	14.98571449
882	14.98512559
883	14.98454154
884	14.98383937
885	14.98352936
886	14.98297762
887	14.9823444
888	14.98174195
889	14.98121041
890	14.98100198
891	14.98045382
892	14.97978371
893	14.9793826
894	14.97866522
895	14.97806031
896	14.97795481
897	14.97728226
898	14.97656036
899	14.9757705
900	14.9755555
901	14.97467774
902	14.97442476
903	14.97392119
904	14.97370978
905	14.97308226
906	14.97241927
907	14.97176438
908	14.97117282
909	14.97096378
910	14.9705964
911	14.9699962
912	14.9696057
913	14.96917715
914	14.96876853
915	14.96815977
916	14.96759136
917	14.96687173
918	14.96623442
919	14.96548468
920	14.96526162
921	14.96462789
922	14.96406415
923	14.96377181
924	14.96331547
925	14.96286991
926	14.96246003
927	14.96178682
928	14.96108122
929	14.96081992
930	14.9602519
931	14.95988394
932	14.95917988
933	14.95895314
934	14.95840436
935	14.95768932
936	14.95701783
937	14.95649541
938	14.95593896
939	14.9553689
940	14.95472232
941	14.95423069
942	14.95361163
943	14.95296537
944	14.95239277
945	14.95178731
946	14.95108347
947	14.95044619
948	14.94997174
949	14.94935493
950	14.94878176
951	14.94848814
952	14.94789263
953	14.94756774
954	14.94722679
955	14.9468206
956	14.94612557
957	14.94556387
958	14.94496103
959	14.94455247
960	14.94402856
961	14.94346317
962	14.94292113
963	14.94246536
964	14.94191668
965	14.94134434
966	14.94116612
967	14.94065023
968	14.94006441
969	14.93960783
970	14.93910476
971	14.93865158
972	14.93805409
973	14.93786973
974	14.93770147
975	14.93703789
976	14.93667717
977	14.93623883
978	14.93584528
979	14.935341
980	14.93498048
981	14.93476472
982	14.93445452
983	14.9340008
984	14.93339606
985	14.93305229
986	14.93226713
987	14.93186845
988	14.93169199
989	14.93130782
990	14.93075596
991	14.93014589
992	14.92977653
993	14.92924377
994	14.92872379
995	14.92803774
996	14.92758314
997	14.92727214
998	14.92649634
999	14.92613073
